,lastName,firstName,Site,Text,Rating,URL
38,Finley,Allysia,wsj,Richard Vedder: The Real Reason College Costs So Much The expert on the economics of higher education explains how subsidies fuel rising prices and why there's a 'bubble' in student loans and college enrollment.,2,https://www.wsj.com/articles/richard-vedder-the-real-reason-college-costs-so-much-1377299322
39,Finley,Allysia,wsj,"‘California finally deserves a great Governor, one who understands borders, crime and lowering taxes. John Cox is the man—he’ll be the best Governor you’ve ever had,” President Trump tweeted last week. Who is John Cox?

He’s the leading GOP candidate for governor in California’s June 5 jungle primary. All candidates regardless of party appear on the same ballot, and the top two finishers face off in November.

The 62-year-old father of four is a devout, pro-life Catholic and supply-side conservative who served on the national steering committee for Jack Kemp’s 1988 presidential campaign. As a businessman, he founded several successful professional ventures.

He’s also a serial political candidate. He ran for the U.S. House (2000) and Senate (2002) in his native Illinois, losing both times in the primary. He came up short again in a 2004 bid for Cook County recorder of deeds. Four years later, he threw his hat in the ring for president—yes, president of the United States.

Mr. Cox’s campaign for governor of California is another long shot. But House Majority Leader Kevin McCarthy has persuaded President Trump that Mr. Cox could help Republicans hold the House in November. Here’s the calculation: Lt. Gov. Gavin Newsom has a decisive polling lead, but Mr. Cox is vying for second place along with former Los Angeles Mayor Antonio Villaraigosa, a Democrat. A GOP shutout at the top of the ticket in November could dampen Republican enthusiasm. And if Mr. Villaraigosa makes it to the general election, he could boost Latino turnout and help Democrats flip the seven California GOP House districts where Hillary Clinton outpolled Mr. Trump in 2016.",2,https://www.wsj.com/articles/welcome-to-the-jungle-primary-1527201664
40,Finley,Allysia,wsj,"Detroit's bankruptcy—the largest municipal filing in U.S. history—has turned some common assumptions about local government on their head. No longer should anyone believe that general-obligation bonds backed by a government's ""full faith and credit"" are risk-free or that public pensions can't be cut.

But all of this was already clear to Richard Ravitch. Forty years ago, during New York City's fiscal crisis, Mr. Ravitch struck a deal with the state, city, banks and unions to avert bankruptcy, an experience that the veteran budget wonk chronicles in his memoir, ""So Much to Do: A Full Life of Business, Politics, and Confronting Fiscal Crises."" It comes as no surprise that Mr. Ravitch was recently appointed by federal judge Steven Rhodes as a court consultant in Detroit's bankruptcy.

Mr. Ravitch, now 80 years old, grew up on Manhattan's Upper West Side, where he attended the progressive Lincoln School run by Columbia University Teachers College. His rebellion against his New York roots took the form of enrolling at Oberlin College in Ohio, but it was short-lived: When his father unexpectedly died of lymphoma, Mr. Ravitch came home and finished his degree at Columbia. He got his first taste of machine politics when he joined the Tammany Hall club, where he was told that ""if too many Democrats voted in the 1952 presidential election, too many Democrats might vote in the 1953 primary,"" thus diluting the machine vote. ""This was my introduction to the reality that politics is complicated,"" he writes.

So Much to Do By Richard Ravitch

(PublicAffairs, 254 pages, $26.99)

Mr. Ravitch is an old-school liberal who believes that government has an important role to play in improving the lots of the less fortunate. During the 1960s, for example, he lobbied aggressively for more government investment in affordable housing and helped establish the New York City Housing Development Corp., which he describes as ""the leading local housing agency in the nation.""

But he is also a pragmatist and believes that politicians do a disservice when they promise more than what they can reasonably expect to deliver. A case in point: the New York State Urban Development Corp., which Republican Gov. Nelson Rockefeller established in 1968 to acquire real estate via eminent domain in order to build public housing. The governor, Mr. Ravitch writes, made the common ""mistake of overestimating government's capacity to do good.""

The UDC was overleveraged and on the verge of bankruptcy when, in January 1975, Gov. Hugh Carey called in Mr. Ravitch. He rescued the failing UDC by persuading the legislature to agree to a $110 million bailout and then setting up a shell agency to issue new debt to repay old borrowing. Ultimately ""all the notes and bonds eventually got paid, with interest."" Gov. Carey rewarded Mr. Ravitch by handing him another herculean task: saving New York City.

By May 1975, the city was on the verge of bankruptcy. During Mayor John Lindsay's first term, from 1966 to 1969, city spending increased by nearly 50%, partly driven by new federal programs but also by soaring labor costs. The municipal workforce expanded to 350,000 from 250,000, while the cost of each employee increased by nearly 8% annually. ""Union leaders, then as now, earned their salaries by using their political clout to get more benefits for their members,"" Mr. Ravitch writes. Wall Street banks, he added, ""profited from underwriting city debt.""

Yet Mr. Ravitch neglects to note the effect on the city's finances of New York's 1967 Taylor Law, which authorized public-union collective bargaining and drove up labor costs, and the 1966 adoption of a citywide personal income tax, which was initially levied with a top marginal rate of 2%. (It's now 3.876%.) New tax revenues fueled government expansion, which crowded out the private sector. By 1975, New York City had lost more than 500,000 private-sector jobs and had over a million people on welfare, recalls Mr. Ravitch. The city's troubles came to a head when banks refused to lend it more money to roll over its debts. Union leaders ""cursed the banks,"" even though they had financed the political-labor machine. Police blocked traffic, firefighters called in sick and sanitation workers went on strike to protest proposed layoffs.

Mr. Ravitch negotiated a deal. The state would borrow $750 million to advance to the city; unions would agree to a wage freeze; banks and city pension funds would buy new government bonds; and Washington would extend $2.3 billion in credit in return for new taxes and public employees contributing to their pension funds. (Before 1976, workers paid little, if anything, toward their pensions.)

According to Mr. Ravitch, the heroes of this crisis were union leaders who agreed to use public pension-fund assets to buy the city's debt. The decision of Albert Shanker, the president of the United Federation of Teachers, to buy the new government bonds was ""courageous,"" Mr. Ravitch writes. Yet unions were in fact bailing themselves out with the taxpayer money in the pension funds, something the book neglects to point out. Shanker, an old friend, later invited Mr. Ravitch ""to the union's headquarters to help him enjoy all the food and wine that members of the public had sent to thank him for helping to save the city.""

In his memoir, Mr. Ravitch can seem the Forrest Gump of New York politics, serving as CEO of the Metropolitan Transportation Authority and as the state's lieutenant governor, among other posts. He has friends in all corners of the state, and his personal affinities sometimes cloud his analysis. He throws in a good word for most Democratic politicians, except Govs. Mario and Andrew Cuomo, whom he portrays as insular and ham-handed. Though ""as narcissistic as any politician,"" Mayor Ed Koch ""could laugh at himself."" The somewhat inept Mayor "" David Dinkins was—and is—a hell of a nice guy."" Such diplomacy papers over some critical truths. Perhaps the most important one: New York City's bailout established the precedent that some cities are too big—that is, too politically and economically important—to fail.

Mr. Ravitch's recommended solutions to the fiscal problems of America's cities—government transparency and public education—are elusive. But the rest of the country would doubtless benefit from having more scrupulous civic leaders like Mr. Ravitch.

Ms. Finley is an editorial writer for the Journal.",2,https://www.wsj.com/articles/book-review-so-much-to-do-by-richard-ravitch-1398720602
41,Finley,Allysia,wsj,"Anaheim, Calif.

When most people think about the city of Anaheim, Disneyland or the Angels baseball team probably comes to mind. But until recently it was also home to one of California’s fastest-growing housing developments: a homeless encampment.

Along a riverbed not far from Angel Stadium, hundreds of vagrants had pitched tents made out of tarps. The affluent among them set up canopies, the kind that are sold in camping stores. Some even had cots. They stored their belongings in suitcases, bins, strollers and shopping carts. Jugs of water and cans littered the area. Dozens of presumably stolen bicycles were piled on top of each other like abstract art.

The camp was cleared in February after locals complained, but the question is where its residents are supposed to go now. Rising vagrancy in Southern California is creating a Catch-22: People don’t want the homeless living on their streets, but they don’t want homeless shelters in their neighborhoods either.

Last year California’s homeless population jumped 13.7%, compared with 3.6% in New York and 1% nationwide, according to an annual survey by the Department of Housing and Urban Development. Most homeless people around the country live in emergency shelters or public transitional housing. But in California they camp outside in public spaces.",2,https://www.wsj.com/articles/why-california-leaves-its-homeless-out-in-the-sun-1526077852
42,Finley,Allysia,wsj,"If you’ve ever taken a statistics class, you’ve probably read Darrell Huff’s “How to Lie with Statistics.” Teachers unions appear to have drawn some lessons from the 1954 book. They’re using misleading statistics to rally public support for teacher walkouts in West Virginia, Kentucky, Oklahoma, Arizona and Colorado. Here are some of their distortions.

• They conflate school funding and state education spending. In Oklahoma, unions proclaimed that per pupil school spending fell by 28.2% over the past decade. That refers to the inflation-adjusted state’s general funding formula. But total per pupil outlays increased by 16% in nominal terms between 2006 and 2016, according to the U.S. Census Bureau’s most recent public education finance report. Adjusting for inflation, that’s a decline of only about 2%.

On average across the country, state funds make up only 47% of total school spending. Most of the rest comes from local property taxes. Since property tax hikes are politically unpopular, unions put pressure on state lawmakers to increase education spending from general funds. That has the benefit of diffusing accountability for local spending.

• They use elevated spending baselines. Teachers unions nearly always compare school spending and teacher salaries today with peak levels before the great recession, which were inflated like housing prices. Between 2000 and 2009, average per pupil spending across the country increased 52%, according to the National Center for Education Statistics. After flat-lining for a few years, per pupil spending ticked up by 7.5% between 2012 and 2015. School spending growth might have slowed over the past several years, but it still increased faster than the consumer price index.

Per pupil funding in Oklahoma shot up 46% between 2000 and 2009. During this period, average teacher salaries rose 52%. While average salaries have since fallen by 5%, even on an inflation-adjusted basis they remain higher today ($45,245) than in 2000 ($44,861) or 1990 ($44,088).",2,https://www.wsj.com/articles/how-to-lie-with-statistics-teachers-union-edition-1525303025
43,Finley,Allysia,wsj,"Louisiana Gov. John Bel Edwards was elected in 2015 with substantial support from trial lawyers, and he’s now repaying them in kind. The former minority leader of the state’s House of Representatives is effectively extorting oil and gas companies to backfill the budget while engineering what could be a handsome payday for his friends at a politically connected law firm.

Mr. Edwards wasted no time shaking down Louisiana’s energy industry. Shortly after taking office in January 2016, he met with oil and gas companies and issued an ultimatum: Fork over billions of dollars to help restore Louisiana’s eroding coastline or brave a drawn-out legal battle.

“We are struggling to pay for our state’s Master Plan to restore the coast,” the governor wrote in a May 19 letter to the presidents of Louisiana’s two largest oil and gas trade associations, which between them represent more than 100 local companies. “I intend to be involved in all facets of the state’s coastal restoration efforts—including those efforts to secure funding for the Master Plan. . . . At this point, we have two choices—work together toward an amicable solution or spend years in litigation. There should be no doubt that it is in the best interests of Louisiana and the industry to choose the former option.”

Louisiana’s coastline loses a football field worth of land to erosion every 48 minutes. This would put many of Louisiana’s 20 coastal parishes without protective levees underwater by 2100. These areas have been incurring stronger storm surges as wetlands that once provided a protective barrier against approaching hurricanes have disappeared.

But as Mr. Edwards, a Democrat, has acknowledged, oil and gas exploration isn’t solely to blame for coastal erosion. Natural causes—such as changes in the course of the Mississippi River—have contributed. As did levying of the river by the U.S. Army Corps of Engineers. Dredging wetlands for fossil-fuel exploration played a secondary role.",2,https://www.wsj.com/articles/the-governor-and-louisiana-lawyers-plot-an-energy-shakedown-1520030605
44,Finley,Allysia,wsj,"If you’ve been to the movies lately—stop right there. If you’re like most Americans, you haven’t been to the movies lately. Theater attendance hit a 25-year low last year, and box-office revenue sank even as ticket prices rose.

Instead, you probably stream movies on your TV at home, and perhaps on your tablet or smartphone. Netflix , Amazon, HBO Go and other streaming services offer many movies within a couple of months of their theatrical release, not to mention a plethora of original content. Netflix’s original movie “Bright,” starring Will Smith, attracted 11 million viewers during the first three days of its digital release—more than many Hollywood blockbusters draw at theaters during their first weekend.

The appeal of streaming is obvious: You won’t waste time and money on a dud. The popcorn doesn’t cost $10. You don’t have to dress up or make plans in advance. “Netflix and takeout” has replaced “dinner and a movie” as the date-night activity of choice.

Mitch Lowe once worked for Netflix. Now he’s hoping to revive the old-fashioned cinema. “The theater is the one broken part of the entertainment ecosystem,” the 65-year-old CEO of MoviePass tells me. “The ultimate vision here is to not only re-energize moviegoers but to shake up the whole distribution of film. There are so many great movies that are made that never get into the theaters.”

MoviePass operates on a subscription model. A flat $9.95 a month—less than the cost of a single ticket at many theaters—gets you into one movie a day. You can’t share your subscription with friends, but Mr. Lowe hopes soon to roll out packages for couples and families.",2,https://www.wsj.com/articles/a-plan-to-lure-moviegoers-off-the-couch-1519428086
45,Finley,Allysia,wsj,"Durham, N.C.

You’ve probably never heard of biallelic RPE65 mutation—and count yourself lucky. It’s a genetic defect that causes a form of retinal dystrophy. People born with it gradually lose their vision, often while still children, until they go totally blind. But they are now fortunate: In December the Food and Drug Administration approved a new gene therapy called Luxturna that corrects the mutation and reverses the course of the disease. Patients don’t get normal vision back but can read facial expressions and see stars for the first time. It’s a partial cure for blindness.

The disease is very rare, afflicting only a few thousand Americans—and therein lies our tale. Spark Therapeutics , which developed Luxturna, charges $850,000 for a course. Even at that high price, a drug with such a small market might not have been economical to develop as recently as a decade ago. This medical miracle was helped along by a federal law enacted in 2007 with bipartisan support—a rare governmental success, for which economist David Ridley deserves much of the credit.

Mr. Ridley, 48, has spent two decades studying and teaching health-care economics at Duke. In 2006 he and two colleagues published a paper in the journal Health Affairs proposing a way to give pharmaceutical companies an incentive to develop treatments for so-called orphan diseases. Congress authorized the “priority review voucher” in 2007. The FDA has since issued 18 vouchers, including six last year: five for drugs to treat rare pediatric diseases and one for the tropical Chagas parasite, which afflicts more than six million people world-wide.

Here’s how the system works: When the FDA approves a new treatment for a rare pediatric disease or an infectious tropical one, the drugmaker receives a voucher that can be used to fast-track FDA review on another drug. That allows it to bring the latter drug to market sooner, which can help increase sales, beat competitors and extend the patent’s effective lifespan. The vouchers can be sold and never expire. Drugmakers are also required to pay a fee—$2.7 million in 2017—to cover the FDA’s cost of expedited review.",2,https://www.wsj.com/articles/medical-miracles-from-fda-inefficiency-1517007927
46,Finley,Allysia,wsj,"Before this year’s Australian Open, the 26-year-old American Tennys Sandgren ranked 97th in the world and had never won a Grand Slam match. On Monday he defeated fifth seed Dominic Thiem in five sets and became the first American man since 2010 to reach the quarterfinals.

The Tennessee native lost Wednesday, after taking a much worse pounding from journalists. When one reporter learned he was a Trump supporter, others started digging. Poring over his Twitter account, reporters found that he followed people who’d attended alt-right rallies. A November 2016 tweet appeared sympathetic to an anti-Hillary Clinton conspiracy theory. He had also called Serena Williams’s cursing an opponent “disgusting”—deemed a racist microaggression.

But Mr. Sandgren never tried to politicize tennis, and he also followed celebrities like actor Hugh Jackman and the band Metallica.

During his postmatch press conference Monday, Mr. Sandgren vehemently denounced the alt-right and acknowledged that some of his fake-news tweets were ill-informed. “I think it’s crazy to assume that, to say, ‘Well he’s following X person so he believes all the things that this person believes,’ ” he said. “That’s not how information works.”

By Tuesday morning, he had deleted all of his tweets since June 2016, no doubt concerned about his ability to score endorsement and sponsorship deals. But his opponents persisted. An ESPN interviewer lobbed questions about his deleted tweets.",2,https://www.wsj.com/articles/stop-politicizing-the-courts-1516836189
47,Finley,Allysia,wsj,"Does Google discriminate against white, male and conservative employees? Two former Google workers allege as much in a class-action lawsuit they filed against the company last week. While they may have difficulty prevailing in court, they make a strong case that Google aggressively promotes a political agenda and is far from a neutral broker of information.

Former Google engineers James Damore and David Gudeman claim they were fired for failing to conform to the company’s progressive culture. Last summer Mr. Damore published what was initially an internal cri de coeur against Google’s “ideological echo chamber” that criticized its intolerance for alternative views and suggested biology may make men better suited, on average, for tech jobs. Many Google employees demanded Mr. Damore’s termination and a purge of those who shared his views. Senior managers allegedly told Mr. Damore that he was fired for “perpetuating gender stereotypes.”

Mr. Gudeman was fired after he questioned a Muslim co-worker who claimed he was being targeted by the federal government because of his religion. According to the lawsuit, Google claimed Mr. Gudeman had accused the colleague of terrorism.

Messrs. Damore and Gudeman claim to be victims of sex, race and political discrimination. Discrimination in employment on the basis of race, sex, national origin and religion are prohibited by Title VII of the Civil Rights Act of 1964. But federal law doesn’t forbid employers to discriminate based on their political or cultural views. So the plaintiffs are suing under California labor law, which prohibits employers from “forbidding or preventing employees from engaging or participating in politics.” Employers also cannot discharge or threaten to terminate employees to coerce them into political action.

To win certification as a class action, the plaintiffs must demonstrate that numerous Google employees suffered a common injury. To win their case, they’ll have to show that Google itself adopted or enforced a policy that forbade employees from engaging in politics and led to systematic discrimination against white, conservative men—or alternatively that Google fired Messrs. Damore and Gudeman to force employees to adopt progressive views.",2,https://www.wsj.com/articles/ok-google-youve-been-served-1516044100
48,Finley,Allysia,realclearlife,"Comedian Seth Meyers struck an appropriate chord on Sunday night as the host of the Golden Globes. Finding a balance between humor and addressing the significant allegations of sexual misconduct still swirling in Hollywood, Meyers slammed Kevin Spacey and Harvey Weinstein by name, and poked fun at the president as well.

“Hollywood Foreign Press,” Meyers joked. “A string of three words that could not have been better designed to infuriate our president. The only name that could make him angrier would be the Hillary Mexico Salad Association.”

Take a look at Meyers’ opening monologue below.",2,http://www.realclearlife.com/daily-brief/watch-seth-meyers-golden-globes-monologue/
49,Finley,Allysia,realclearlife,"Comedian Seth Meyers struck an appropriate chord on Sunday night as the host of the Golden Globes. Finding a balance between humor and addressing the significant allegations of sexual misconduct still swirling in Hollywood, Meyers slammed Kevin Spacey and Harvey Weinstein by name, and poked fun at the president as well.

“Hollywood Foreign Press,” Meyers joked. “A string of three words that could not have been better designed to infuriate our president. The only name that could make him angrier would be the Hillary Mexico Salad Association.”

Take a look at Meyers’ opening monologue below.",2,http://www.realclearlife.com/daily-brief/watch-seth-meyers-golden-globes-monologue/
50,Finley,Allysia,wsj,"This just in—“fake news” didn’t elect Donald Trump. Democrats have argued that Trump voters were duped by fringe websites that traffic in misinformation, and that if those voters were better informed, Hillary Clinton would be president today. A new study by three political scientists—from Princeton, Dartmouth and the University of Exeter—debunks the theory. While fake news is a real problem, the most dangerous distortions are shrouded in a patina of credibility.

The researchers collected tracking data from computers of 2,525 Americans (with their consent) between Oct. 7 and Nov. 14, 2016, and analyzed their news consumption vis-à-vis their political support and knowledge. They sorted “fake” from “hard” news sites, defining the former by the propensity to publish intentionally fabricated stories such as “FBI agent suspected in Hillary email leaks found dead in apparent murder-suicide”—but not unintentional reporting mistakes, false statements by politicians or slanted or misleading reports that were not categorically false.

The researchers extrapolated that roughly 1 in 4 American adults visited a fake-news site around the time of the election. But stories on these sites accounted for only about 2.6% of all the news they consumed.

Trump supporters were likelier than Clinton backers to visit fake-news sites, and the most ardent conservatives were the most voracious consumers. The 10% of Americans with the most conservative online information diets accounted for 60% of visits to fake news websites. That would seem to support the theory that Trump partisans consumed fake news to reinforce their political attitudes.

But the study also finds that “fake news consumption seems to be a complement to, rather than a substitute for, hard news—visits to fake news websites are highest among people who consume the most hard news.” The more time you spend perusing news online or using social media, the more likely you’ll stumble upon and click on provocative, misleading headlines. But reading information from a variety of sources ought to provide some inoculation against fabricated stories.",2,https://www.wsj.com/articles/scholars-get-the-real-scoop-on-fake-news-1515360315
51,Finley,Allysia,wsj,"Washington

Charter schools are the “polite cousins of segregation,” in the words of Randi Weingarten, president of the American Federation of Teachers. Last year the National Association for the Advancement of Colored People called for a moratorium on charters. Film festivals are screening “Backpack Full of Cash,” a pro-union documentary narrated by Matt Damon that portrays charters as separate and unequal institutions.

Pushing back against these invidious attacks is the Thurgood Marshall College Fund, an organization that represents 47 historically black schools. “We cannot afford this kind of issue-myopia in our society,” the fund’s president, Johnny Taylor, wrote in a syndicated op-ed this fall. “If the NAACP continues to reject the educational opportunities school choice provides them, they risk becoming irrelevant—or worse—an enemy of the very people they claim to fight for.”

Mr. Taylor will step down next month after a seven-year tenure during which he has relentlessly promoted charters as a lifeline for black students and a pipeline for historically black colleges and universities, or HBCUs. On the heels of the fund’s 30th-anniversary gala last week, Mr. Taylor sat down in a Washington hotel to chat about the challenges HBCUs face and why he thinks parental choice—he doesn’t like the term “school choice”—is a solution.

First on the syllabus is a short history of HBCUs, which were established during the Jim Crow era to educate blacks who were then barred from many colleges and universities.",2,https://www.wsj.com/articles/why-black-colleges-need-charter-schools-1509745583
52,Finley,Allysia,wsj,"Democrats used to denounce health insurers as greedy, but lately their mutual interest in propping up ObamaCare has made these former foes into something more like frenemies.

The cost for the most popular ObamaCare silver plans will increase 37% on average next year. Democrats and insurers are both blaming soaring premiums on the Trump administration, which is purportedly trying to sabotage the law. They complain that loosening the individual mandate and slashing ObamaCare’s advertising budget reduces enrollment among the healthy youngsters who keep premiums in check. They say the White House’s move to end cost-sharing payments to insurers will drive up premiums and repel “young invincibles.”

These arguments are dubious, not least because premiums were rising even before Mr. Trump took office. Since 2013, the average premium on the ObamaCare exchanges has doubled. The real ObamaCare saboteurs were the Democrats who designed and passed such a haphazard law.

Insurers need young, healthy people as customers to offset the costs of covering older and sick people. But the law’s provision allowing young adults to stay on their parents’ plans up to age 26 has removed millions of potential customers from the private insurance market. About 2.3 million people 19 to 25 were added to family health plans between September 2010 and the start of open enrollment in October 2013, according to a report last year from the Department of Health and Human Services.

Democrats for whatever reason didn’t foresee just how many young adults would jump onto their parents’ coverage. The share of young adults with employer-sponsored insurance has risen by more than 10 percentage points under ObamaCare, according to Census Bureau data. Such plans are typically cheaper than the ones available on the individual market, thanks to favorable tax treatment, and companies with more than 100 employees are exempt from many costly state mandates and ObamaCare’s 10 essential benefits.",2,https://www.wsj.com/articles/how-democrats-learned-to-love-insurance-companies-1509402650
53,Finley,Allysia,wsj,"Listen up, California. The other 48 states—your cousin New York excluded—are sick of your bratty arrogance. You're the Lindsay Lohan of states: a prima donna who once showed some talent but is now too wasted to do anything with it.

After enjoying ephemeral highs and spending binges, you suffer crashes that culminate in brief, unsuccessful stints in rehab. This cycle repeats itself every five to 10 years, as the rest of the country looks on with a mixture of horror and amusement. We'd feel sorry for you if you didn't constantly flip us the bird.

Instead, we're making bets on how long it will be before your next meltdown. Oh, wait—you're already melting down.

Your government's run by a brothel of environmentalists, lawyers, public-sector unions and legislative bums. When they're not taxing or spending, they're creating regulations and commissions like the Board of Barbering and Cosmetology and the California Blueberry Commission. Many businesses would leave if it weren't for your sunny climate.",2,http://www.wsj.com/articles/SB10001424052748703506904575592612400443370
54,Finley,Allysia,wsj,"Los Angeles

Democrats in Sacramento celebrated earlier this month when they passed a raft of bills intended to redress California’s so-called housing crisis. Sorry to spoil the party, but their legislation will do little to address the real problem and could even make things worse for poor and middle-income residents.

Like so many of the state’s problems, the crisis has political and regulatory origins. California’s housing prices have always been high, but the gap has grown amid an increasing mismatch between supply and demand. Between 1950 and 1970, home prices were about 30% above the national average. By 1980 that had widened to 80%. In 2015 it was 150%.

In Silicon Valley the median home costs $1.2 million, about 2.5 times as much as in Seattle. Houses are less expensive inland—about $350,000 in Riverside and Sacramento—but living there often means a long commute. The weather also isn’t much better than in Phoenix or Dallas, so why not move to another state? A net 800,000 people did just that between 2005 and 2015, and many of them earned less than $30,000.

The core problem is that over the past four decades California added only about half as many new housing units as it needed to keep up with population growth, and most of that construction was inland where there is less demand. As a result, real-estate prices in coastal counties have gone through the roof.",2,https://www.wsj.com/articles/why-housing-is-unaffordable-in-california-1506723749
55,Finley,Allysia,wsj,"Forty-one state attorneys general are investigating drug manufacturers and distributors for fanning the opioid epidemic; several have already sued. The allegation is that Big Pharma used deceptive marketing to hook millions of Americans on prescription painkillers, which served as gateway drugs to more potent opioids like heroin and fentanyl.

But government health-care programs are among the biggest suppliers of prescription painkillers. The attorneys general ought to be investigating how Medicaid may help promote opiate abuse and addiction.

Wisconsin Sen. Ron Johnson this summer highlighted a correlation between the ObamaCare Medicaid expansion and opioid overdoses. Data from the Centers for Disease Control and Prevention show that overdose deaths per capita rose twice as much on average between 2013 and 2015 in states that expanded Medicaid than those that didn’t—for example, 205% in North Dakota, which expanded Medicaid, vs. 18% in South Dakota, which didn’t. That’s particularly striking since the energy boom boosted North Dakota’s economy and employment.

ObamaCare defenders note that the disparity in overdose fatalities appears to have begun around 2010—but due largely to sharp increases in a few expansion states, most notably West Virginia. What’s more, the disaggregated data show that the disparity between expansion and nonexpansion states with similar demographics and geography increased markedly after 2013. Between 2010 and 2013, overdose deaths rose by 28% in Ohio and 36% in Wisconsin. Between 2013 and 2015, they climbed 39% in Ohio, which expanded Medicaid, but only 2% in Wisconsin, which did not.

Overdose deaths aren’t the only measure of opioid abuse. Another is hospital and emergency-room admissions. According to the Agency for Healthcare Research and Quality, the number of opioid-related inpatient hospital stays nationwide (among states submitting data) that were paid for by Medicaid increased by about 40% between the fourth quarters of 2012 and 2014—about four times the rate of growth in Medicaid enrollment. Patient stays covered by private insurance increased 4% during this period.",2,https://www.wsj.com/articles/does-medicaid-spur-opioid-abuse-1506289279
56,Finley,Allysia,wsj,"Debates over immigration often involve more histrionics than policy. Witness the standoff between the “sanctuary” city of Chicago and the Trump administration. If left and right weren’t talking past each other to score political points, they might even agree on a policy that protects the public and states’ rights.

The city of Chicago argued in court this week that Attorney General Jeff Sessions’s threat to withhold Justice Department grants to local authorities that don’t cooperate with immigration officials is an “unprecedented seizure of power.” Thirty-seven sanctuary cities have filed briefs in support of Chicago.

Mr. Sessions used equally hyperbolic rhetoric when responding to the Chicago lawsuit last month: “For the sake of their city, Chicago’s leaders need to recommit to policies that punish criminals instead of protecting them.”

The fight concerns the relatively small Edward Byrne Memorial Justice Assistance Grant Program, through which the Justice Department funds public-safety initiatives at the state and local level. In July Mr. Sessions said that grant recipients must provide 48-hours notice to U.S. Immigration and Customs Enforcement before releasing any undocumented aliens sought by federal authorities. He also demanded that ICE agents be given access to jails and prisons and reinforced an Obama administration requirement that cities applying for Byrne JAG grants certify compliance with the Immigration in the National Interest Act of 1995, which forbids state and local governments from restricting communications with ICE.

Under the Constitution’s Supremacy Clause, federal laws pre-empt state and local ones. This principle should apply to Chicago’s sanctuary policy, which provides that on-duty employees may not “expend their time responding to ICE inquiries or communicating with ICE regarding a person’s custody status or release date.”",2,https://www.wsj.com/articles/chicagos-immigration-showdown-is-more-about-politics-than-law-1505513409
57,Finley,Allysia,wsj,"New York

The U.S. Open epitomizes New York City in all its grandeur. But tennis fans who want a more authentic experience here should try playing on the city’s public courts, where they can witness government dysfunction up close.

Securing a tennis court, particularly during prime hours in the evening and morning, can be more competitive even than playing a match. First you need a $100 city permit, bought online or at Paragon Sports in Union Square. The online application requires you to upload a photo—ostensibly to prevent others from fraudulently using your permit to book a court—and then the permit arrives by mail in two weeks.

About a quarter of every park’s courts can be reserved online for a $15 fee. But those are snapped up fast. Most courts must be reserved in person on the day of play, which usually means at the crack of dawn.

If you’re well-off, you can avoid the hustle and hassle by paying for a one-hour reservation at a private club. That costs $60 to $120, on top of an annual membership that can run thousands of dollars. Clubs do provide superior amenities—for instance, lights. Public courts in Manhattan close at dusk, ironic given this is the city that never sleeps. That means most working people can’t play during the fall, when the sun sets early. The city Parks Department didn’t respond to a query about the lack of lights, but a source told me that it’s too expensive to pay public workers and police to keep courts open at night.",2,https://www.wsj.com/articles/tennis-anyone-not-without-a-permit-1504826697
58,Finley,Allysia,wsj,"Chicago Mayor Rahm Emanuel once observed shrewdly that a crisis is an “opportunity to do things you think you could not do before.” His words ring especially true in Illinois, which is about to enact one of the largest private-school scholarship programs in the country. The breakthrough has been made possible by a fiscal crisis in the nation’s third-largest school district.

Chicago Public Schools expects to run a $544 million deficit in the coming fiscal year and is at risk of defaulting on debt payments. Legislative leaders in Springfield have been working around the clock on a new school-funding formula that would bail out CPS. In return for his signature, Gov. Bruce Rauner, a Republican, has demanded a tax-credit scholarship program for poor kids to attend private schools. Seventeen states have similar programs, which provide tax credits for contributions to nonprofit scholarship funds.

In 2010 a voucher program passed the state Senate but died in the House primarily due to opposition from Chicago Democrats. But now the city’s Democrats, including House Speaker Michael Madigan, are more receptive. That’s because a straight-up bailout of Chicago schools would invariably reduce funding for downstate districts. It simply doesn’t have enough support in the state House to pass.

Schools across the state, including those in Chicago, may not open on time if lawmakers don’t pass a new funding formula next week. Democrats could blame the debacle on Mr. Rauner, but shutting down schools statewide to force a bailout of Chicago schools isn’t popular anywhere—not even in Chicago. And CPS desperately needs state cash to maintain access to credit markets due to its history of financial mismanagement.

In 1995, amid financial duress, the state established a block grant to help Chicago pay for special education, transportation and nutrition programs. In 2017, Chicago schools benefited to the tune of $250 million. As part of the deal, the state handed control over Chicago teacher pensions to then-Mayor Richard Daley, who took a 10-year “holiday” from payments. According to the Illinois Policy Institute, this allowed the district to divert more than $1.5 billion from teacher pensions to pay and other perks.",2,https://www.wsj.com/articles/republicans-wont-let-chicagos-school-crisis-go-to-waste-1503701116
